Type,Author,Year,Title,DOI,Abstract,Language,Decision
Journal Article,K. M. Tokita; L. W. Cuttino; F. A. Vicini; D. W. Arthur; D. A. Todor; T. B. Julian; M. R. Lyden,2011.0,Optimal application of the Contura multilumen balloon breast brachytherapy catheter vacuum port to deliver accelerated partial breast irradiation,", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed13&AN=51103452","Purpose: The impact of using the Contura multilumen balloon (MLB) (SenoRx, Inc., Irvine, CA) breast brachytherapy catheter's vacuum port in patients treated with accelerated partial breast irradiation (APBI) was analyzed. Methods and Materials: Data from 32 patients at two sites were reviewed. Variables analyzed included the seroma fluid (SF):air volume around the MLB before and after vacuum port use and on its ability to improve (1) the eligibility of patients for APBI and (2) dose coverage of the planning target volume for evaluation (PTV_EVAL) in eligible patients. Results: The median SF/air volume before vacuum removal was 6.8. cc vs. 0.8. cc after vacuum removal (median reduction in SF/air volume was 90.5%). Before vacuum port use, the median SF/air volume expressed as percentage of the PTV_EVAL was 7.8% (range, 1.9-26.6) in all patients. After application of the vacuum, this was reduced to 1.2%. Before vacuum port use, 10 (31.3%) patients were not considered acceptable candidates for APBI because the SF/air volume:PTV_EVAL ratio (SF:PTV) was greater than 10% (range, 10.1-26.6%; median, 15.2%). After vacuum port use, the median SF:PTV ratio was 1.6% for a median reduction of 91.5%. In addition, the percentage of the prescribed dose covering greater than or equal to 90% of the PTV_EVAL proportionally increased a median of 8% (range, 3-10%) in eligible patients. Conclusion: Use of the Contura MLB vacuum port significantly improved the conformity of the target tissue to the balloon surface, leading to reproducible dose delivery and increased target volume coverage. In addition, application of the vacuum allowed the safe treatment of unacceptable patients with APBI. © 2011 American Brachytherapy Society.",,0
Journal Article,M. Tokura; T. Kamisawa; K. Takuma; H. Anjiki; G. Kuwata; T. Tabata; Y. Kowazaki; N. Egawa; M. Kurata; G. Honda; K. Tsuruta; N. Tsuyama; S. I. Horiguchi,2010.0,Peutz-jeghers syndrome developing pancreatic carcinoma in two of three siblings,", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed12&AN=70469517","We report a case of Peutz-Jeghers synderome (PJS) developing pancreatic carcinoma in two of three siblings (older brother and sister). They had typical features of PJS: family history of autosomal dominant inheritance, mucocutaneous hyperpigmentation, and numerous hamartomatous polyps in the large and small bowel. An older brother developed locally advanced pancreatic head cancer (poorly differentiated tubular adenocarcinoma) and underwent intraoperative radiotherapy in 46 years old. However, he died of exacerbation of the cancer 1 year later. A sister developed 3-cm-sized pancreatic tail cancer (poorly differentiated tubular adenocarcinoma) and underwent distal pancreatectomy in 57 years old. At present, she is alive 3 months after the operation. Patients with PJS have a greater risk of developing several carcinomas at a relatively younger age. Frequent associated carcinomas are gastrointestinal, gynecologic, lung, breast and pancreas cancer. They have a greater than 132-fold increased risk of developing pancreatic cancer and the lifetime risk of the pancreas cancer is about 36 percent by age 60. Approximately 5 to 10 percent of individuals with pancreatic cancer report a history of pancreatic cancer in a close family member. PJS is one of the several known genetic syndromes which have been shown to be associated with an increased risk of pancreatic cancer. We report a case of PJS developing pancreatic carcinoma in two siblings. Clinicians should collect detailed family history information, pay attention to associated malignancies,and perform periodical screening study in managing PIS patients.",,0
Journal Article,K. R. Tomkovich,2006.0,Breast interventions: a primer for interventional radiologists,10.1053/j.tvir.2006.08.007,"Breast cancer is the second leading cause of cancer related deaths in the United States. The area of breast interventions has benefited from recent advances in devices and imaging quality. Ultrasound, MRI, and stereotactic guided vacuum assisted and mechanical rotating stick freeze biopsy are the preferred methods for histologic diagnosis of breast lesions. Ablation techniques are available for the treatment of benign and malignant breast disease. The MammoSite balloon catheter can be placed percutaneously for delivering high dose short term brachytherapy. Interventional Radiologists can and should perform all of these procedures to improve the quality of women's health.",eng,0
Journal Article,E. Touboul; Y. Belkacemi; J. P. Lefranc; S. Uzan; M. Ozsahin; D. Korbas; L. Buffat; J. Balosso; F. Pene; J. Blondon; et al.,1995.0,Early breast cancer: influence of type of boost (electrons vs iridium-192 implant) on local control and cosmesis after conservative surgery and radiation therapy,", ","Between December 1981 and December 1988, 329 consecutive patients with stage I and II breast cancers who underwent wide excision (n = 261) or quadrantectomy (n = 68) with (n = 303) or without (n = 26) axillary dissection were referred to radiotherapy. Final margins of resection were microscopically free from tumor involvement in all cases. Radiotherapy consisted in 40-45 Gy over 4-4.5 weeks to the breast, with (n = 168) or without (n = 161) regional nodal irradiation of 45-50 Gy over 4.5-5 weeks. A mean booster dose of 15 Gy was delivered to the primary site by iridium-192 implant in 169 patients (group 1) or by electrons in 160 patients (group 2). Twenty-seven percent (n = 88) of patients received tamoxifen for > or = 2 years. Adjuvant chemotherapy was administered in 22% (n = 71) of patients. Groups 1 and 2 were not strictly comparable. Group 1 patients were significantly younger, had smaller tumors, were treated with cobalt at 5 x 2 Gy per week and axillary dissection was more frequently performed. Group 2 patients were more frequently bifocal and more frequently treated by quadrantectomy and tamoxifen, and irradiation used accelerator photons at 4 x 2.50 Gy per week. No difference in terms of follow-up and survival rates was observed between the two groups. For all patients the 5- and 10-year local breast relapse rates were 6.7% and 11%, respectively. No difference was observed regarding local control either by the electron or the iridium-192 implant boosts. Axillary dissection and age had an impact on the breast cosmetic outcome.(ABSTRACT TRUNCATED AT 250 WORDS)",eng,0
Journal Article,W. Tourkmani; J. Tisaire; M. Rozas; G. Tadeo; A. Pascual; C. Pastor; C. Moreno,2013.0,Intraoperative electronic brachytherapy with Intrabeam in breast cancer. A feasibility study,", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed15&AN=71146838","Introduction. Over the last 10 years, intra-operative radiotherapy (IORT) has been used extensively in clinical trials but has yet to make a significant clinical impact on current breast cancer management strategies. There are currently two devices that fit the category of electronic brachytherapy. The Axxent Electronic Brachytherapy System (Xoft Inc., Fremont, CA) using lowenergy radiation at a high dose rate and the Zeiss Intrabeam (Carl Zeiss Surgical Gmbh, Oberkochen, Germany) amobile photon radiation system that procures a miniature electron beam driven X-ray source. Purpose.We present our experience at Hospital de La Mancha Centro with IORT in selected patients using the Zeiss INTRABEAM system. Materials and methods. We have analyzed 15 patients across from May to December 2011. Depending on clinical characteristics, two groups of patients were treated either to accelerated partial breast irradiation (APBI) or a BOOST followed by whole breast radiation therapy (WBRT). Main inclusion criteria for APBI patients were: (a) signature of informed consent; (b) indication for breast conservative surgery; (c) age>60 years; (d) histology: CDI or other favourable histology; (e) unicentric and unifocal tumor; (f) negative margins (>2 mm); (g) sentinel lymph node negative; (h) ER negative; (i) WBRT contraindicated. Patients unsuitable for APBI were offered IORT as boost. Doses administered for APBI and BOOST were 20 Gy and 10-20 Gy, respectively Results. 9 out 15 patientswere derived to APBI and 6 to Boost plusWBRT; however, surgery finally demonstrated that some patients did not meet criteria and finally we did 4 APBI, 10 boost +WBRT and 1 EBRT. In all cases analyzed, the most frequent toxicity associated to the treatment was: seroma, hyperpigmentation, edema and fibrosis. After a minimum follow-up of 12 months (median 24) no local relapses were observed. Conclusions. Although the information was based from an extremely limited source of patients we can conclude that IORT using the Intrabeam System is a suitable treatment for early stage breast cancer in appropriately selected patients according to ASTRO or ASTRO guidelines.",,0
Journal Article,P. Tran; I. S. Fentiman,2009.0,Better treatment for breast cancer in older patients,", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed12&AN=355553865","Breast cancer is the most common cancer worldwide and the leading cause of cancer mortality in women. Elderly patients make up a large part of the breast cancer population and there are important specific considerations for this population. These patients are often excluded from screening programs and, despite many having early disease, may be either undertreated or subjected to mastectomy without consideration of their quality of life. Results of randomized trials in elderly patients with breast cancer have shown that mastectomy can often be avoided by using a combination of breast-conserving surgery and endocrine therapy, and use of the latter for neoadjuvant therapy may enable many with larger tumors to avoid mastectomy. © 2009 Expert Reviews Ltd.",,0
Journal Article,J. H. Traverse; M. R. Mooney; W. R. Pedersen; J. D. Madison; T. F. Flavin; V. R. Kshettry; T. D. Henry; F. Eales; L. D. Joyce; R. W. Emery,2003.0,"Clinical, angiographic, and interventional follow-up of patients with aortic-saphenous vein graft connectors",10.1161/01.cir.0000080916.84077.c0,"BACKGROUND: The use of aortic connectors for proximal saphenous vein bypass graft anastomoses eliminates the need for aortic clamping during coronary artery bypass grafting (CABG) and may reduce the incidence of stroke in the elderly and in patients with severe aortic atherosclerosis. METHODS AND RESULTS: We studied 74 consecutive patients who received the Symmetry Bypass System aortic connector at the time of CABG. A total of 131 of 144 proximal vein graft anastomoses were performed with this device. The left internal mammary artery was used in 62 patients, and 61 patients had off-pump"" coronary revascularization. A total of 11 patients were readmitted with chest pain consistent with unstable angina 173+/-39 days after CABG. Five of the 11 patients had previous in-stent restenosis before CABG. At angiography, 20 saphenous vein bypass grafts containing 19 connectors were found to have severe stenosis (n=12) or occlusion (n=6) and were treated with angioplasty and stenting or medical therapy. Seven of 11 patients were readmitted 76+/-11 days later with recurrent chest pain and were found to have severe stenosis at the previously stented connector site. Six patients underwent angioplasty followed by brachytherapy. Three of these patients redeveloped chest pain and were readmitted 151+/-71 days later. Two patients were started on oral Rapamune, and one patient underwent redo-CABG. CONCLUSIONS: Eleven of 74 patients who received aortic connectors at the time of CABG developed symptomatically significant stenosis or occlusion at the connector site shortly after CABG, requiring multiple repeat interventions, including brachytherapy.""",eng,0
Journal Article,P. A. Treseler; P. S. Tauchi,2000.0,Pathologic analysis of the sentinel lymph node,", ","The development of the sentinel lymph node concept has had a revolutionary effect on the way radical cancer surgery is viewed. The selective excision of the sentinel node alone has been proposed as an alternative to complete regional lymphadenectomy. This article addresses the sentinel lymph node hypothesis and the role of pathologic analysis, radiation safety, intraoperative and postoperative assessment, pathologic analysis in prognosis, and polymerase chain reaction-based studies.",eng,0
Journal Article,D. M. Trifiletti; R. Jones; S. L. Showalter; B. B. Libby; D. R. Brenin; A. Schroen; M. M. Morris; K. A. Reardon; T. N. Showalter,2015.0,Techniques for intraoperative radiation therapy for early-stage breast carcinoma,", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed18&AN=603449083","Intraoperative radiation therapy (IORT) is a method of accelerated partial breast irradiation developed to replace other longer courses of radiotherapy with a single radiation session administered at the time of breast-conserving surgery. The purpose of this review is to summarize the advantages and disadvantages of breast IORT techniques that are currently available, as well to consider potential alternative techniques for breast IORT or ultra-short course breast radiotherapy. Furthermore, we highlight the published outcomes for the IORT treatment approaches including: electron therapy, superficial photon therapy and other techniques. Potential future directions of IORT are explored including novel IORT techniques utilizing intraoperative brachytherapy with in-room imaging and rapid treatment planning. Copyright © 2015 Future Medicine Ltd.",,0
Journal Article,D. M. Trifiletti; T. N. Showalter; B. Libby; D. R. Brenin; A. T. Schroen; K. A. Reardon; S. L. Showalter,2015.0,Intraoperative breast radiation therapy with image guidance: Findings from CT images obtained in a prospective trial of intraoperative high-dose-rate brachytherapy with CT on rails,", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed18&AN=605642532","Purpose: Intraoperative radiation therapy (IORT) is an increasingly popular approach to breast conserving therapy in the treatment of early-stage breast cancer. A drawback to IORT compared with postoperative adjuvant radiation therapy is that it is not performed using image guidance. Our aim was to report on how our institution's unique IORT workflow integrates CT image guidance and how these CT images were used intraoperatively to change applicator positioning. Methods and Materials: We retrospectively reviewed the first 29 patients who participated in a prospective clinical trial of breast IORT at our institution. All patients underwent lumpectomy, multicatheter balloon placement, intraoperative CT scan, and high-dose-rate brachytherapy treatment delivery to 12.5 Gy to 1 cm from the balloon surface. This report focuses on the intraoperative CT findings that led to clinical changes, followed by repeat CT for IORT treatment planning. Results: After initial intraoperative CT, 7 patients underwent an additional intraoperative CT scan (24.1%). In 6 patients, the initial intraoperative CT scan identified large air cavities and/or poor tissue conformity. This defect could be improved in all patients with adjustment of the balloon applicator before planning and delivering IORT. Intraoperative CT scan was used in one patient to localize a biopsy clip and aided in excision to negative margin. Conclusions: In our study, intraoperative CT identifies actionable findings in breast IORT, including residual tumor or errors in applicator positioning, in almost 25% of patients. Clinical results of the described trial will serve to further validate this image-guided approach to IORT. Copyright © 2015 American Brachytherapy Society.",,0
Journal Article,O. P. Trofimova; Z. P. Mikhina; S. M. Ivanov; R. A. Gutnik; I. P. Yazhgunovich; N. V. Vekova; E. V. Timoshkina; E. V. Poddubskaya; S. I. Tkachev,2014.0,Effectiveness of radiotherapy techniques after breast-conserving surgery in patients with early breast cancer,", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed16&AN=373401018","The improvement of early diagnostics of breast cancer has resulted in the increased proportion of early forms of the disease in women with newly diagnosed breast cancer. Enhancement of the existing and development of new breast conserving therapeutic techniques, as well as recurrence-free and total survival rate indices is of current concern. The obligatory radiotherapy for the remaining breast part has been shown to be the gold standard of such treatment. The authors have analyzed the main current radiation techniques: boost to the tumor bed, radiation of regional metastasis areas. Particular attention is paid to a new technique, which is under study now - accelerated partial breast irradiation (APBI) in some patients. The advantages and disadvantages of these methods using the data of original studies have been presented. There have been discussed the problems of clipping of a removed tumor bed using titanium wire clips, and the main criteria for selecting patients for accelerated partial breast irradiation.",,0
Journal Article,M. Trombetta; M. Hall; T. B. Julian,2014.0,Long-term followup of breast preservation by re-excision and balloon brachytherapy after ipsilateral breast tumor recurrence,", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed16&AN=53198405","Purpose: To report our long-term experience with balloon brachytherapy in retreatment of the breast after ipsilateral breast tumor recurrence. Methods and Materials: Between March 2004 and June 2012, 18 patients previously treated with external beam radiotherapy were retreated using either the MammoSite (Hologic Corporation, Marlborough, MA), MammoSite ML (Hologic Corporation), or the Contura (Bard Peripheral Vascular, Inc., Tempe, AZ) brachytherapy devices. Sixteen patients were treated for an ipsilateral breast tumor recurrence after breast conservation surgery and postoperative irradiation (11 with infiltrating ductal carcinoma [IDC] and 6 with ductal carcinoma in situ [DCIS]), whereas 2 patients developed an in-field breast cancer likely associated with Hodgkin disease mantle irradiation (27 and 17years prior, respectively). The recurrent histology of seven was IDC, with seven others recurring as DCIS, three as a combination of IDC/DCIS, and one as infiltrating lobular carcinoma. All patients received a twice-daily tumor dose of 3400cGy at 340cGy per fraction. Acute and chronic side effects were graded by the Common Terminology Criteria for Adverse Events, version 4.0. Cosmesis was graded by both the Harvard Cosmesis Scale and the Allegheny General Modification of the Harvard Scale. Results: With a mean of followup of 39.6months, only 2 patients developed a local recurrence. One patient developed an inflammatory recurrence from what was identified as a moderately differentiated T1N0M0 estrogen receptor-positive recurrence, and the second developed a recurrence immediately adjacent to the implant site. Both patients were treated locally by salvage mastectomy. The patient who developed an inflammatory recurrence rapidly developed visceral metastases including brain lesions and succumbed to her progressive disease. The second patient was successfully salvaged with uncomplicated mastectomy, and she survives to this date. One patient developed a chronic abscess in the sinus tract of the balloon, which required mastectomy, and one developed a post-treatment infection in the catheter tract, which was successfully treated with oral antibiotics. Cosmesis as graded by the Harvard cosmesis criteria and the Allegheny General Modification Score diminished one grade in only 2 patients. All other patients had stable cosmetic scores. Conclusions: Use of balloon brachytherapy devices in the treatment of the previously irradiated breast is feasible and may provide adequate local control and acceptable cosmesis in carefully selected patients. Further study and refinement of this therapy is required for more definitive results. © 2014 American Brachytherapy Society.",,0
Journal Article,M. Trombetta; T. Julian,2014.0,Radiotherapy in the treatment of ipsilateral breast tumor recurrence following breast conservation. [Spanish],", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed16&AN=373209223","Purpose: To provide an overview of the state of retreatment irradiation in the management of patients who develop ipsilateral breast tumor recurrence (IBTR). Materials and methods: We reviewed the modern literature and correlated it with our extensive experience in retreatment of the breast in patients originally treated with lumpectomy and post-operative irradiation following IBTR. We report the updated results of our patients treated by low dose rate temporary interstitial implant (LDR), high dose rate (HDR) balloon brachytherapy, and three dimensional conformal radiotherapy (3-D CRT), and compare these to results reported by other authors. Results: A total of 42 patients have been treated on our protocol. With a mean follow up of 67.5 months (range 5-115 months), twenty-one of 22 LDR patients achieved local control at the time of last follow-up, or at the time of their death. The single patient who developed a second local recurrence was treated successfully with mastectomy. One of 15 HDR patients developed an inflammatory recurrence and was successfully treated by salvage mastectomy. All five 3-D CRT patients have retained their breasts. Two LDR patients developed localized skin breakdown. Five of 42 patients have expired with 3/5 succumbing to metastatic breast cancer. One patient died from chronic obstructive pulmonary disease, and one died from cardiac complications secondary to previous mantle radiotherapy. One patient developed a contralateral breast cancer. Long-term cosmetic results as defined by the Harvard cosmesis scale and the Allegheny General (AGH) modification were acceptable, and the AGH modification more accurately reported cosmetic changes. Conclusions: These long-term data suggest that repeat lumpectomy followed by repeat post-operative radiotherapy is feasible and may be an acceptable alternative to salvage mastectomy in patients who develop IBTR following conservation breast therapy. An improved cosmetic reporting system (the AGH modification) is required to more accurately identify post-retreatment cosmesis. Copyright © Sociedad Iberoamericana de Informacion Cientifica (SIIC), 2014.",,0
Journal Article,M. Trombetta; T. Julian; M. Miften; W. McWilliams; Y. Kim; D. Parda,2008.0,The use of the MammoSite balloon applicator in re-irradiation of the breast,10.1016/j.brachy.2008.06.001,"PURPOSE: To examine the feasibility of using the MammoSite brachytherapy applicator in the retreatment of the previously irradiated breast. METHODS AND MATERIALS: Between March 2004 and March 2007, three patients previously treated with external beam radiotherapy were retreated using the MammoSite brachytherapy device. Two patients were treated for an ipsilateral breast tumor recurrence after breast conservation surgery and postoperative irradiation, whereas the third patient developed an in-field breast cancer likely associated with Hodgkin's disease mantle irradiation 27 years before. The recurrent histology of two was ductal carcinoma in situ ([DCIS] one originally presenting as infiltrating ductal carcinoma [IDC] and the other as DCIS), whereas the Hodgkin's disease patient presented with IDC. All patients received a twice-daily tumor dose of 3400 cGy at 340 cGy/fraction. The mean maximum skin dose was 53.4% (range, 49.5-60.3%) of the prescribed dose. RESULTS: With a mean followup of 32 months, no patient developed a local recurrence. Cosmesis in all three cases as graded by the National Surgical Adjuvant Breast and Bowel Project, cosmesis criteria was excellent (Grade I) in all cases. Dosimetric calculations demonstrated that the device allows for appropriate local irradiation while sparing the previously irradiated skin of the involved breast as defined by the protocol standard. CONCLUSIONS: Use of the MammoSite device in the treatment of the previously irradiated breast is feasible and may provide adequate local control as well as acceptable cosmesis in carefully selected patients.",eng,0
Journal Article,M. Trombetta; T. B. Julian; D. E. Werts; W. McWilliams; Y. Kim; M. Miften; D. Parda,2009.0,Long-term Cosmesis after lumpectomy and brachytherapy in the management of carcinoma of the previously irradiated breast,", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed12&AN=355002260","Objective: To evaluate the cosmetic outcome of brachytherapy after lumpectomy in the management of carcinoma of the previously irradiated breast. Materials and Methods: Between January 1998 and April 2008, 26 patients with TIS or T1 breast carcinoma were offered interstitial or intracavitary brachytherapy after lumpectomy in a previously irradiated breast as an alternative to salvage mastectomy. Twenty-five of 26 patients had prior lumpectomy followed by standard postoperative external beam radiotherapy for early stage carcinoma of the breast [dose range 5000-6040 cGy]. One patient developed breast cancer after full mantle irradiation [4500 cGy to the mediastinum and axillae] for Hodgkin Lymphoma 27 years earlier. All tumors were excised with final margins of resection free of disease per National Surgical Adjuvant Breast and Bowel Project definition. After lumpectomy, tumor bed implantation was carried out utilizing a low dose rate interstitial technique in 22 patients, whereas 3 patients were treated with high dose rate brachytherapy using the MammoSite brachytherapy catheter and 1 patient was treated with high dose rate brachytherapy using the Contura catheter. The low dose rate treatment consisted of 4500 to 5000 cGy at 35 to 50 cGy per hour to the tumor bed plus a 1.0 cm margin, whereas the high dose rate treatment consisted of 3400 cGy in twice daily fractions of 340 cGy currently used in National Surgical Adjuvant Breast and Bowel Project B-39. Cosmesis was graded according to the B-39 cosmesis scale for de novo treatments: grade I as excellent, grade II as good, Grade III as fair, and Grade IV as poor. Results: Eighteen patients were scored as grade I, 6 as grade II, and 2 as grade III. No patient received a Grade IV score. All 4 balloon brachytherapy patients were scored as Grade I. Twenty-five of 26 patients remained free of local failure with a median follow-up of 38 months (range 6-75 months). The only patient to develop a second local recurrence was graded as grade I before salvage mastectomy. Two patients developed wound dehiscence after immediate postlumpectomy implantation. Two have succumbed to metastatic breast carcinoma at 17 and 24 months after salvage implant therapy. An additional patient has succumbed to chronic obstructive pulmonary disease. All patients, regardless of cosmesis grade were satisfied with their decision for repeat conservation therapy. Factors affecting cosmesis were distance from the implant to the skin, the type of device used, and the amount of residual breast tissue after repeat lumpectomy. Conclusions: The cosmetic effect of brachytherapy after lumpectomy in the management of recurrent carcinoma of the previously irradiated breast is acceptable in highly selected patients. Intracavitary technique may provide superior cosmetic results for patients retreated with brachytherapy for salvage. Copyright © 2009 by Lippincott Williams & Wilkins.",,0
Journal Article,M. Trombetta; T. B. Julian; E. D. Werts; A. Colonias; J. Betler; K. Kotinsley; Y. Kim; D. Parda,2011.0,Comparison of conservative management techniques in the re-treatment of ipsilateral breast tumor recurrence,", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed13&AN=51018093","To compare brachytherapy and three-dimensional (3-D) conformal external beam radiotherapy for breast cancer presenting in the previously irradiated breast. Methods and Materials: Thirty-six patients with TIS-T2 breast carcinomas received brachytherapy or 3-D conformal radiotherapy (3-D CRT) after lumpectomy in a previously irradiated breast as an alternative to salvage mastectomy. Brachytherapy consisted of low-dose-rate (LDR) interstitial technique in 21 patients, whereas 11 patients were treated using high-dose-rate (HDR) balloon technique. Four patients received 3-D CRT. Cosmesis was graded according to the Harvard criteria and the Allegheny General Modification of the Harvard criteria. Acute sequelae were graded according to the Common Terminology Criteria for Adverse Events (version 3.0). Results: Thirty-five of 36 patients remained free of local failure, with a mean followup of 37 months. Five patients treated with LDR developed Grade II and two developed Grade III acute side effects. No patient treated with balloon brachytherapy or 3-D CRT developed a Grade II or higher acute effect. Cosmetically, 12 LDR interstitial patients were scored as Grade I, six as Grade II, and three as Grade III. Nine of the HDR patients were scored as Grade I, one as Grade II, and one as Grade III. Two 3-D CRT patients were scored as Grade II and two as Grade III. The Allegheny Modification of the Harvard criteria more accurately reflected the cosmetic effects of re-treatment. Conclusion: Brachytherapy is feasible for patients who desire breast preservation in a previously irradiated breast. All techniques demonstrated similar local control rates. Acute side effects were less, and cosmesis was superior in HDR balloon brachytherapy. © 2011 American Brachytherapy Society.",,0
Journal Article,M. Trombetta; Y. Kim; T. B. Julian; E. Werts; D. Parda,2010.0,A volumetric model for evaluation of skin dose and correlation of toxicity in balloon-based breast brachytherapy,", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed12&AN=70277573","Purpose/Objective(s): To evaluate volumetric data related to breast skin dose and correlate with clinical effects of balloon brachytherapy. Materials/Methods: The plans of 109 high dose rate balloon (63 MammoSite and 46 Contura) brachytherapy cases of early breast cancer patients were reviewed to assess skin dose and toxicity. In a review of anatomic literature, the mammary skin thickness ranges from 0.7 to 3.5 mm (mean = 2.0mm). We used the mean skin thickness to construct a volumetric representation of the skin in order to define histographic data related to this organ for standard 3-dimensional treatment planning. The PTV (planning tumor volume) for balloon brachytherapy defined by the NSABP B-39/RTOG-0413 protocol is a 1.0 cm spherical expansion of the balloon. The cases analyzed (n = 46) included only patients whose tumor cavity was <12 mm from the skin so that the PTV intersecting with the skin provided volumetric data. The data were compared to the maximum surface point dose data and correlated with acute dermal toxicity as measured by the CTCAE (v 3.0) criteria. Results: The mean maximum point surface skin dose percent (MSD) for all patients was 101.8% of prescribed (range, 75.8-131.9%) while the mean maximum volume dose percent (MVD) was 114.5% (range, 85.6-157.2). The maximal skin dose was significantly different between MSD and MVD methods (p<0.0001 with Wilcoxon matched-pairs signed-ranks test) because the maximal dose of the volumetric skin occurs at 2mmcloser to the balloon compared with the maximal point dose at the skin surface. A subset analysis by catheter type demonstrated no significant difference between the MammoSite or Contura applicators in either MSD (Contura, 101%; MammoSite,102.8%) or MVD (Contura, 118.8%; MammoSite, 118%). Five patients developed grade two acute reactions and one developed grade three toxicity. Of these patients, the MSD and MVD were 121.5 % and 144.3 % respectively. The skin surface to balloon distance in all of these patients was 6 mm or less. Overall long term cosmesis was unchanged in all patients. For all 46 patients, the mean maximal skin dose was 101.8% (range, 75.8-131.9) for MVD and 118.8% (range, 85.4 - 157.2) of the prescribed dose for MSD. Conclusions: Histographic volumetric data represent an improved understanding of the relationship to dose and volume in distinction to maximum point dose calculations. As balloon to skin surface distances decrease, volumetric measurements become more important. Quantification of skin volume should be considered in all brachytherapeutic cases to provide a better understanding of the relationship of dose to toxicity.",,0
Journal Article,M. G. Trombetta; K. Erb; M. Hall; T. B. Julian,2013.0,Long-term followup of intracavitary balloon catheter retreatment irradiation of the breast,", http://ezproxy.surgeons.org/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed15&AN=71021724","Purpose: Breast cancer developing in a previously irradiated breast has been traditionally treated with salvage mastectomy. In our experience, most women desire breast preservation when given the choice. We have found that cosmetic effects from retreatment stabilize between 18-24 months post retirement. We present our results regarding local control and cosmetic outcome following repeat lumpectomy and retreatment irradiation in this cohort of patients. Materials and Methods: Between 3/2004 and 2/2012, eighteen patients previously treated with external beam radiotherapy were retreated utilizing a balloon brachytherapy device. Sixteen patients developed an ipsilateral breast tumor recurrence following conservation surgery/radiotherapy (IBTR), while two patients developed an in-field breast cancer likely associated with Hodgkin's disease mantle irradiation 27 and 17 years prior. The recurrent histology of seven patients was ductal carcinoma in-situ (DCIS), six patients represented with infiltrating ductal carcinoma (IDC), one with infiltrating lobular carcinoma, and four with a combination of DCIS and IDC. All treatment was delivered in accordance with the National Surgical Adjuvant Breast and Bowel project (NSABP) B-39 protocol guidelines with patients receiving a tumor dose of 3400 cGy at 340 cGy per fraction delivered twice daily separated by a minimum 6-hour interval. Cosmesis was graded by both the Harvard/NSABP cosmesis criteria as excellent (Grade I), good (Grade II), fair (Grade III), and poor (Grade 4). The Allegheny General Modification (AGHM) of the Harvard scale which uses a pre-irradiation score compared to a post irradiation score was used to more accurately reflect the cosmetic effect of retreatment radiotherapy. Results: With a mean of followup of 27.8 months only a single patient has developed a local recurrence at 44 months post retreatment. Cosmesis in nine cases as graded by the Harvard/NSABP cosmesis criteria was Grade I, Grade II in six cases, and Grade III in three. Seventeen patients had no cosmetic change from the effects of the radiotherapy. Only one patient had a cosmetic downgrade due to the effects of the radiotherapeutic component, which downgraded the cosmesis from Grade II to Grade III following radiotherapy retreatment which was better reflected in the Modification score (AGHM 2-3). Conclusions: Repeat lumpectomy and balloon brachytherapy reirradiation in the treatment of the previously irradiated breast is feasible and yields acceptable cosmesis. The Allegheny General Modification of the Harvard/ NSABP cosmesis scale is a better and more accurate representation of the effects of retreatment irradiation.",,0
