Author,Year,Title,Key words,Decision,Record number,Language,Abstract
"R.S.B. Sauer, M. L. Budach, W. Feyer, P. Harms, W. Souchan, R. Wollwiener, D. Kreienberg, R. Wenz, F.",2007,Accelerated partial breast irradiation: consensus statement of 3 German Oncology societies,"Brachytherapy/instrumentation Breast Neoplasms/*radiotherapy/surgery *Consensus Female Germany Humans Intraoperative Period Mastectomy, Segmental Particle Accelerators Radiotherapy Dosage Radiotherapy, Adjuvant/instrumentation/methods Radiotherapy, Conformal Societies, Medical",0,75,eng,"BACKGROUND: Breast-conserving surgery followed by whole-breast radiotherapy (WBRT) has become the standard treatment for the majority of patients with early breast cancer. Whereas the indications for systemic adjuvant treatment have continuously expanded, there is a tendency to restrict postoperative radiotherapy to accelerated partial breast irradiation (APBI) instead of WBRT. METHODS: The different techniques of APBI are described and their respective advantages or potential drawbacks outlined. Moreover, the results described in the literature are briefly reviewed as a basis for the consensus statements and recommendations of the German Society of Radiation Oncology, the German Society of Senology, and the Working Group for Gynecological Oncology of the German Cancer Society. RESULTS: The methods mainly used for APBI are: interstitial radiotherapy with multicatheter technique, intraoperative radiotherapy (IORT) using either electrons produced by linear accelerators or 50 kV x-rays (Intrabeam), the balloon-catheter technique (MammoSite), or 3D conformal external beam radiotherapy. These techniques have marked differences in dose distribution and homogeneity. The published range of local recurrence rates varies between 0% to 37%, the median follow-up from 8 to 72 months. CONCLUSIONS: To date, follow-up times mostly do not yet permit a definite judgment concerning the long-term effectiveness and side effects of APBI. The relevant societies in Germany support randomized clinical studies comparing APBI with WBRT in a well-defined subset of low-risk patients. However, the authors expressly discourage the routine use of APBI outside clinical trials. Until definite results show that APBI neither impairs therapeutic outcome nor cosmetic results, WBRT remains the gold standard in the treatment of early breast cancer."
"C.V. Shah, F. Shaitelman, S. F. Hepel, J. Keisch, M. Arthur, D. Khan, A. J. Kuske, R. Patel, R. Wazer, D. E.",2018,The American Brachytherapy Society consensus statement for accelerated partial-breast irradiation,"Brachytherapy/methods/*standards Breast Neoplasms/*pathology/*radiotherapy/surgery Consensus Female Humans Mastectomy, Segmental Patient Selection Radiotherapy, Adjuvant/methods/standards Radiotherapy, Intensity-Modulated/methods/*standards *Applicator *Brachytherapy *Breast cancer *Guidelines *Interstitial *Partial-breast irradiation",0,93,eng,"PURPOSE: Adjuvant radiation after breast-conserving surgery remains the standard-of-care treatment for patients with ductal carcinoma in situ and early-stage invasive breast cancer. Multiple alternatives to standard whole-breast irradiation exist including accelerated partial-breast irradiation (APBI). Therefore, the purpose of this APBI guideline is to provide updated data for clinicians as well as recommendations regarding appropriate patient selection and techniques to deliver APBI. METHODS: Members of the American Brachytherapy Society with expertise in breast cancer and breast brachytherapy in particular created an updated guideline for appropriate patient selection based on an extensive literature search and clinical experience. In addition, data were evaluated with respect to APBI techniques and recommendations presented. RESULTS: Appropriate candidates for APBI include patients aged 45 years or older, all invasive histologies and ductal carcinoma in situ, tumors 3 cm or less, node negative, estrogen receptor positive/negative, no lymphovascular space invasion, and negative margins. With respect to techniques, the strongest evidence is for interstitial brachytherapy and intensity-modulated radiation therapy APBI with moderate evidence to support applicator brachytherapy or three-dimensional conformal radiotherapy APBI. Intraoperative radiation therapy and electronic brachytherapy should not be offered regardless of technique outside of clinical trial. CONCLUSIONS: The updated guidelines presented offer clinicians with a summary of data supporting APBI and guidelines for the appropriate and safe utilization of the technique."
"A. J.K. Stewart, A. J. Devlin, P. M.",2010,Partial breast irradiation: a review of techniques and indications,"Brachytherapy/methods Breast Neoplasms/*radiotherapy Female Humans Neoplasm Recurrence, Local/prevention & control Radiation Injuries/prevention & control Radiobiology/methods Radiotherapy Dosage Radiotherapy, Conformal/*methods Tomography, X-Ray Computed",0,128,eng,"The addition of whole-breast external beam radiotherapy (EBRT) to breast-conserving surgery results in a significant reduction in the risk of death due to breast cancer, but this may be offset by an increase in deaths from other causes and toxicity to surrounding organs. Because of this, and with a view to patterns of local recurrence, irradiation of the tumour bed has been explored in selected patients with early breast cancer using a variety of radiotherapeutic modalities. This review article explores the treatment options for partial breast irradiation and examines their role within the field of breast cancer treatment."
"T. A.V. Swanson, F. A.",2008,Overview of accelerated partial breast irradiation,"Adult Brachytherapy Breast Neoplasms/*radiotherapy/surgery Carcinoma, Ductal, Breast/*radiotherapy/surgery Carcinoma, Intraductal, Noninfiltrating/*radiotherapy/surgery Female Humans Mastectomy, Segmental Middle Aged Radiotherapy, Conformal",0,139,eng,"Breast conserving therapy (BCT) has become an accepted option in the management of patients with early-stage breast cancer. However, studies have suggested that a lengthy course of adjuvant whole breast irradiation, as a component of BCT, may not always be necessary and that radiation therapy delivered only to the region of the tumor bed may be acceptable in appropriately selected patients. Several modalities are currently being explored as a means to deliver accelerated partial breast irradiation (APBI), including multicatheter interstitial brachytherapy, the MammoSite breast brachytherapy catheter (Cytyc Corporation, Marlborough, MA), and three-dimensional conformal external-beam radiation therapy. To date, phase 1/2 published data have demonstrated excellent local control rates and cosmesis. As additional data addressing the effectiveness of this treatment approach accumulate, a new standard of care may emerge. This review discusses data accumulated to date exploring the experience with all APBI modalities and presents future studies exploring this concept."
"A. G.R. Taghian, A.",2006,Update on accelerated partial-breast irradiation,"Breast Neoplasms/*radiotherapy Female Humans Radiotherapy Planning, Computer-Assisted/*methods Radiotherapy, Conformal/methods Randomized Controlled Trials as Topic",0,143,eng,"Progress in radiotherapy technology, particularly the advent of CT-guided simulation and three-dimensional conformal planning, has given the radiation oncologist the ability to precisely treat part of the breast, instead of the whole breast, using either brachytherapy or external-beam techniques. Treating such a limited area may allow the course of treatment for patients with early-stage breast cancer to be drastically shortened and could reduce toxicity to other organs. This article summarizes the rationale for accelerated partial-breast irradiation (APBI), techniques for performing it, and outcome to date of studies of APBI."
"A. W.H. Tann, S. S. Joyner, M. M. Wiederhold, L. R. Swanson, T. A.",2016,"Accelerated partial breast irradiation: Past, present, and future",Accelerated partial breast irradiation Breast cancer Interstitial brachytherapy Intracavitary brachytherapy this article.,0,148,eng,"Accelerated partial breast irradiation (APBI) focuses higher doses of radiation during a shorter interval to the lumpectomy cavity, in the setting of breast conserving therapy for early stage breast cancer. The utilization of APBI has increased in the past decade because of the shorter treatment schedule and a growing body of outcome data showing positive cosmetic outcomes and high local control rates in selected patients undergoing breast conserving therapy. Technological advances in various APBI modalities, including intracavitary and interstitial brachytherapy, intraoperative radiation therapy, and external beam radiation therapy, have made APBI more accessible in the community. Results of early APBI trials served as the basis for the current consensus guidelines, and multiple prospective randomized clinical trials are currently ongoing. The pending long term results of these trials will help us identify optimal candidates that can benefit from ABPI. Here we provide an overview of the clinical and cosmetic outcomes of various APBI techniques and review the current guidelines for selecting suitable breast cancer patients. We also discuss the impact of APBI on the economics of cancer care and patient reported quality of life."
"V.W. Theberge, T. Shaitelman, S. F. Vicini, F. A.",2011,Altered fractionation: rationale and justification for whole and partial breast hypofractionated radiotherapy,"Brachytherapy/methods Breast Neoplasms/*radiotherapy/surgery Combined Modality Therapy Dose Fractionation, Radiation Female Humans Neoplasm Recurrence, Local Patient Selection Prognosis Radiotherapy, Adjuvant/methods Randomized Controlled Trials as Topic",0,152,eng,"Over the last 2 decades, we have seen major advances in the application of radiotherapy after breast-conserving surgery. Two important contributions are the use of whole-breast hypofractionation and accelerated partial-breast irradiation. Three large randomized trials comparing whole-breast hypofractionation versus conventional fractionation for early breast cancer have shown similar rates of local recurrence and morbidity. As a result, whole-breast hypofractionation is now an option for selected patients after breast-conserving surgery. The delivery of accelerated partial-breast irradiation (APBI) has been studied using techniques of multicatheter interstitial brachytherapy, balloon-based brachytherapy, external-beam radiotherapy, and intraoperative radiotherapy. Multiple single and multi-institutional data have been published indicating good long-term results with APBI (in highly selected, low-risk patients) in terms of tumor control and toxicity. However, the long-term results of large, phase III trials comparing APBI with whole-breast irradiation are still pending."
"E.W. Van Limbergen, C.",2006,New trends in radiotherapy for breast cancer,Brachytherapy/instrumentation/*trends Breast Neoplasms/*radiotherapy Female Humans,0,167,eng,"PURPOSE OF REVIEW: New radiotherapy techniques are under development to improve tumor control and to decrease the long-term side effects of breast cancer. These include accelerated partial breast irradiation, intensity modulated and image guided radiotherapy. RECENT FINDINGS: Follow-up data of multicatheter brachytherapy accelerated partial breast irradiation and intraoperative electron beam radiotherapy confirm excellent 5-year local control rates in well selected patients. Early side effects seem to be improved, but recent data show increasing skin toxicity in multicatheter and intracavitary balloon brachytherapy. Intraoperative radiotherapy, proton beam partial breast irradiation, intensity modulated and image guided radiotherapy improve dose homogeneity and decrease normal tissue complication probability. For breast-only treatment, two tangential fields with different segments provide an attractive and feasible alternative to the conventional technique. The proposed intensity modulated radiotherapy techniques for comprehensive locoregional radiotherapy, however, result in increased doses to the contralateral lung and breast. SUMMARY: Input from long-term clinical data on new radiotherapy techniques is needed. Consensus on target volume contouring and dose volume constraints for nontarget tissue has not yet been reached. Further research on skin toxicity with multicatheter or intracavitary brachytherapy is needed to improve the results."
"F.S. Wenz, F. Herskind, C. Welzel, G. Sperk, E. Neumaier, C. GauterFleckenstein, B. Vaidya, J. S. Sutterlin, M.",2015,Accelerated Partial Breast Irradiation in Clinical Practice,Breast cancer Intraoperative radiotherapy Partial breast irradiation Radiotherapy,0,197,eng,"Accelerated partial breast irradiation (APBI) has been under clinical investigation for more than 15 years. There are several technical approaches that are clinically established, e.g. brachytherapy, intraoperative radiotherapy (IORT), or external-beam radiotherapy. The understanding of the underlying biology, optimal technical procedures, patient selection criteria, and imaging changes during follow-up has increased enormously. After completion of several phase III trials using brachytherapy or IORT, APBI is currently increasingly used either in phase IV studies, registries, or in selected patients outside of clinical studies. Consensus statements about suitable patients are available from several international and national societies like ASTRO, ESTRO, and DEGRO. One may expect that 15-25% of patients undergoing breast-conserving surgery may qualify for APBI, i.e. patients with small invasive ductal breast cancer without clinical lymph node involvement."
"J. R.M. White, J. L.",2011,Intensity-modulated radiotherapy for breast cancer: advances in whole and partial breast treatment,"Breast Neoplasms/*radiotherapy Female Humans Radiotherapy Planning, Computer-Assisted/*methods Radiotherapy, Intensity-Modulated/*methods",0,201,eng,"Intensity-modulated radiotherapy (IMRT) can improve dose distributions through the treated breast and also reduce radiation doses to adjacent normal tissues including the contralateral breast, heart and lung with appropriate planning. Analyses demonstrate that the quality of radiation dose distribution does affect clinical results, and that outcomes are enhanced through improved planning and dose delivery methods. To achieve these results, it is essential to carefully define tissue volumes for treatment or avoidance, select technologies that can potentially conform fields to those volumes, use comprehensive planning methods, and assess their results in terms of objective dose constraints. IMRT can also be used to boost the region of tumor excision concurrently with whole breast treatment, an approach now being evaluated in on-going clinical studies. Partial breast irradiation (PBI) has been proposed as an alternative to irradiation of the entire breast for early-stage breast cancer patients undergoing breast conservation treatment. Numerous single institution phase II studies have demonstrated promising results, and the American Society of Radiation Oncology (ASTRO) has defined a suitable group of low-risk patients for PBI treatment off protocol at this time. IMRT has been proposed as an alternative to 3D conformal radiotherapy (3DCRT) for external beam PBI to improve the dose conformality to target volumes and the sparing of normal tissues. There are an increasing number of institutions evaluating and using IMRT instead of 3DCRT for PBI because of the potential treatment advantages for the breast cancer patient."
"T. J.T. Yang, R. Elkhuizen, P. H. van VlietVroegindeweij, C. Li, G. Powell, S. N.",2013,Tumor bed delineation for external beam accelerated partial breast irradiation: a systematic review,"Adult Aged Breast Neoplasms/mortality/pathology/*radiotherapy/surgery Dose Fractionation, Radiation Dose-Response Relationship, Radiation Female Humans Magnetic Resonance Imaging/methods Mastectomy, Segmental/methods Middle Aged Neoplasm Recurrence, Local/mortality/*pathology/therapy Neoplasm, Residual/pathology/*radiotherapy Positron-Emission Tomography/methods Postoperative Care/methods Radiotherapy Dosage Radiotherapy, Adjuvant Radiotherapy, Conformal/*methods Radiotherapy, Intensity-Modulated/methods Risk Assessment Survival Analysis Tomography, X-Ray Computed Treatment Outcome Accelerated partial breast irradiation External beam radiotherapy Tumor delineation",0,220,eng,"In recent years, accelerated partial breast irradiation (APBI) has been considered an alternative to whole breast irradiation for patients undergoing breast-conserving therapy. APBI delivers higher doses of radiation in fewer fractions to the post-lumpectomy tumor bed with a 1-2 cm margin, targeting the area at the highest risk of local recurrence while sparing normal breast tissue. However, there are inherent challenges in defining accurate target volumes for APBI. Studies have shown that significant interobserver variation exists among radiation oncologists defining the lumpectomy cavity, which raises the question of how to improve the accuracy and consistency in the delineation of tumor bed volumes. The combination of standardized guidelines and surgical clips significantly improves an observer's ability in delineation, and it is the standard in multiple ongoing external-beam APBI trials. However, questions about the accuracy of the clips to mark the lumpectomy cavity remain, as clips only define a few points at the margin of the cavity. This paper reviews the techniques that have been developed so far to improve target delineation in APBI delivered by conformal external beam radiation therapy, including the use of standardized guidelines, surgical clips or fiducial markers, pre-operative computed tomography imaging, and additional imaging modalities, including magnetic resonance imaging, ultrasound imaging, and positron emission tomography/computed tomography. Alternatives to post-operative APBI, future directions, and clinical recommendations were also discussed."
"H. T.H. Gold, M. K.",2012,Cost effectiveness of new breast cancer radiotherapy technologies in diverse populations,"Breast Neoplasms/*economics/*radiotherapy *Cost-Benefit Analysis Female Humans *Mastectomy, Segmental Middle Aged Treatment Outcome",1,416,eng,"Accelerated partial breast radiotherapy (RT) strategies (3-D conformal external-beam RT (3-D CRT) and brachytherapy with balloon catheter) reduce time and transportation burdens of whole breast RT for breast cancer. Long-term clinical trial evidence is unavailable for accelerated modalities, but uncertainty might be acceptable for patients likely to receive suboptimal whole breast RT. The objective of this study is to assess the cost effectiveness of accelerated partial breast RT compared to on-time and delayed whole breast RT. The design used in this study is decision analytic Markov model. The data sources are published literature; and national/federal sources. The target population of this study is a hypothetical cohort of 60 years old women previously treated with breast-conserving surgery for node-negative, estrogen receptor-positive breast cancer with tumors <1 cm. The time horizon is 15 years, and the perspective is societal. The interventions are whole breast RT, 3-D CRT, and brachytherapy breast irradiation. The outcome measures are costs (2008 US$), quality-adjusted life years (QALYs), and incremental cost-effectiveness ratios. The base-case results were: 3-D CRT was the preferred strategy, costing on average $10,800 and yielding 11.21 QALYs. On-time whole breast RT costs $368,000/QALY compared to 3-D CRT, above the $100,000/QALY WTP threshold. 3-D CRT was also preferred over delayed whole breast RT. Brachytherapy was never preferred. Sensitivity analysis indicated that the results were sensitive to the rate of recurrence outside the initial tumor quadrant (elsewhere failure"") in one-way analysis. Probabilistic sensitivity analysis indicated that results were sensitive to parameter uncertainty, and that the elsewhere-failure rate and treatment preferences may drive results. The limitation of this study is that efficacy estimates are derived from studies that may not fully represent the population modeled. As a conclusion, 3-D CRT was preferred to whole breast RT and for women likely to delay RT, indicating that 3-D CRT could be targeted more efficiently before randomized trial evidence."""
"R. A.C. Greenup, M. S. Taghian, A. G. Buckley, J. Coopey, S. B. Gadd, M. Hughes, K. Specht, M. Smith, B. L.",2012,Cost comparison of radiation treatment options after lumpectomy for breast cancer,"Adult Aged Aged, 80 and over Brachytherapy/*economics Breast Neoplasms/*economics/radiotherapy/surgery Carcinoma, Ductal, Breast/*economics/radiotherapy/surgery Carcinoma, Intraductal, Noninfiltrating/*economics/radiotherapy/surgery Carcinoma, Lobular/*economics/radiotherapy/surgery Combined Modality Therapy *Costs and Cost Analysis Female Follow-Up Studies *Health Care Costs Humans Mastectomy, Segmental/economics Middle Aged Neoplasm Grading Neoplasm Invasiveness Prognosis Retrospective Studies",1,420,eng,"BACKGROUND: Radiation therapy (RT) after lumpectomy for breast cancer can be delivered with several different regimens. We evaluated a cost-minimization strategy to select among RT options. METHODS: An institutional review board (IRB)-approved retrospective review identified a sample of 100 women who underwent lumpectomy for invasive or in situ breast cancer during 2009. Post lumpectomy RT options included: no radiation in women >/=70 years [T1N0, estrogen receptor (ER)+] per Cancer and Leukemia Group B (CALGB) 9343 (no-RT), accelerated external-beam partial-breast irradiation (APBI), and Canadian fractionation (C-RT), as alternatives to standard whole-breast radiation therapy (WBRT). Eligibility for RT regimens was based on published criteria. RT costs were estimated using the 2011 US Medicare Physician Fee Schedule and average Current Procedural Terminology (CPT) codes billed per regimen at our institution. Costs were modeled in a 1,000-patient theoretical cohort. RESULTS: Median patient age was 56.5 years (range 32-93 years). Tumor histology included invasive ductal cancer (78 %), ductal carcinoma in situ (DCIS) (15 %), invasive lobular cancer (6 %), and mixed histology (1 %). Median tumor size was 1 cm (range 0.2-5 cm). Estimated per-patient cost of radiation was US$5,341.81 for APBI, US$9,121.98 for C-RT, and US$13,358.37 for WBRT. When patients received the least expensive radiation regimen for which they were eligible, 14 % received no-RT, 44 % received APBI, 7 % received C-RT, and 35 % defaulted to WBRT. Using a cost-minimization strategy, estimated RT costs were US$7.67 million, versus US$13.36 million had all patients received WBRT, representing cost savings of US$5.69 million per 1,000 patients treated. CONCLUSIONS: A cost-minimization strategy results in a 43 % reduction in estimated radiation costs among women undergoing breast conservation."
"T.K. Lanni, M. Shah, C. Wobb, J. Kestin, L. Vicini, F.",2013,A cost comparison analysis of adjuvant radiation therapy techniques after breast-conserving surgery,"Brachytherapy/economics/methods Breast Neoplasms/*economics/*radiotherapy/surgery Cost-Benefit Analysis *Costs and Cost Analysis Female Humans Mastectomy, Segmental Medicare Radiotherapy Dosage Radiotherapy Planning, Computer-Assisted/economics Radiotherapy, Adjuvant/*economics/*methods Radiotherapy, Intensity-Modulated/economics United States",1,523,eng,"The aim of this study is to perform a cost analysis to compare adjuvant radiation therapy schedules following breast conserving surgery. Treatment planning and delivery utilization data were modeled for a series of 10 different breast RT techniques. The whole breast (WB) regimens consisted of: (1) Wedge based WB (25 fractions [fx]), (2) WB using IMRT, (3) WBRT with a boost (B), (4) WBRT using IMRT with a B, (5) Canadian WB (16 fx) with 3D-CRT, and (6) Canadian using IMRT. The accelerated partial breast irradiation (APBI) regimens included (7): APBI using 3D-CRT, (8) IMRT, (9) single channel balloon, and (10) multi-channel balloon. Costs incurred by the payer (i.e., direct medical costs) were taken from the 2011 Medicare Fee Schedule. Among all the different regimens examined, Canadian 3D-CRT and APBI 3D-CRT were the least costly whereas WB using IMRT with a B was the most expensive. Both APBI brachytherapy techniques were less costly than conventional WB with a B. In terms of direct medical costs, the technical component accounted for most, if not all, of the disparity among the various treatments. A general trend of decreasing RT costs was observed with further reductions in overall treatment time for WBRT techniques, but not all of the alternative treatment regimens led to similar total cost savings. APBI using brachytherapy techniques was less costly than conventional WBRT with a standard boost."
"C.B. Shah, S. Khwaja, S. Shah, H. Chitalia, A. Nanavati, A. Kundu, N. Vaka, V. Lanni, T. B. Vicini, F. A.",2014, ,"Breast Neoplasms/*economics/*radiotherapy/surgery Carcinoma, Ductal, Breast/economics/radiotherapy/surgery Combined Modality Therapy Cost-Benefit Analysis Female Follow-Up Studies Humans Intraoperative Care/*economics *Mastectomy Middle Aged Neoplasm Recurrence, Local/prevention & control Neoplasm Staging Prognosis Prospective Studies Radiotherapy Dosage Radiotherapy, Conformal/*economics Radiotherapy, Intensity-Modulated/*economics Randomized Controlled Trials as Topic Survival Rate Accelerated partial-breast irradiation Breast conservation therapy Cost efficacy Intraoperative radiation Whole breast irradiation",1,88,eng,"INTRODUCTION: This study analyzed the cost-efficacy of intraoperative radiation therapy (IORT) compared with whole-breast irradiation (WBI) and accelerated partial-breast irradiation (APBI) for early-stage breast cancer. MATERIALS AND METHODS: Data for this analysis came from 2 phase III trials: the TARGIT (Targeted Intraoperative Radiotherapy) trial and the ELIOT (Electron Intraoperative Radiotherapy) trial. Cost analyses included a cost-minimization analysis and an incremental cost-effectiveness ratio analysis including a quality-adjusted life-year (QALY) analysis. Cost analyses were performed comparing IORT with WBI delivered using 3-dimensional conformal radiotherapy (3D-CRT), APBI 3D-CRT, APBI delivered with intensity-modulated radiotherapy (IMRT), APBI single-lumen (SL), APBI multilumen (ML), and APBI interstitial (I). RESULTS: Per 1000 patients treated, the cost savings with IORT were $3.6-$4.3 million, $1.6-$2.4 million, $3.6-$4.4 million, $7.5-$8.2 million, and $2.8-$3.6 million compared with WBI 3D-CRT, APBI IMRT, APBI SL, APBI ML, and APBI I, respectively, with a cost decrement of $1.6-$2.4 million compared with APBI 3D-CRT based on data from the TARGIT trial. The costs per QALY for WBI 3D-CRT, APBI IMRT, APBI SL, APBI ML, and APBI I compared with IORT were $47,990-$60,002; $17,335-$29,347; $49,019-$61,031; $108,162-$120,173; and $36,129-$48,141, respectively, based on data from the ELIOT trial. These results are consistent with APBI and WBI being cost-effective compared with IORT. CONCLUSION: Based on cost-minimization analyses, IORT represents a potential cost savings in the management of early-stage breast cancer. However, absolute reimbursement is misleading, because when additional medical and nonmedical costs associated with IORT are factored in, WBI and APBI represent cost-effective modalities based on cost-per-QALY analyses. They remain the standard of care."
"C.L. Shah, T. B. Saini, H. Nanavati, A. Wilkinson, J. B. Badiyan, S. Vicini, F.",2013,Cost-efficacy of acceleration partial-breast irradiation compared with whole-breast irradiation,"Breast Neoplasms/*radiotherapy *Cost-Benefit Analysis Female Humans Insurance, Health, Reimbursement Radiotherapy, Conformal/*economics Radiotherapy, Intensity-Modulated/*economics Recurrence",1,90,eng,"The purpose of this study was to analyze the cost-efficacy of multiple accelerated partial-breast irradiation (APBI) techniques compared with whole breast irradiation (WBI) delivered utilizing 3-dimensional conformal radiotherapy (3D-CRT) and intensity-modulated radiation therapy (IMRT). A previously reported matched-pair analysis consisting of 199 patients receiving WBI and 199 patients receiving interstitial APBI formed the basis of this analysis. Cost analyses included a cost minimization analysis, incremental cost- effectiveness ratio (ICER) analysis, and cost per quality adjusted life year (QALY) analysis. Per 1,000 patients treated, the cost savings with the utilization of APBI compared to WBI IMRT is $14.9 million, $10.9 million, $8.8 million, $5.0 million, and $9.7 million for APBI 3D-CRT, APBI IMRT, APBI single-lumen (SL), APBI multi-lumen (ML), and APBI interstitial, respectively. Per 1,000 patients treated, the cost savings with the utilization of APBI compared to WBI 3D-CRT is $6.0 million, $2.0 million, and $0.7 million for APBI 3D-CRT, APBI IMRT, and APBI interstitial, respectively. The cost per QALY for APBI SL, APBI ML, and APBI interstitial compared with APBI 3D-CRT are $12,273, $66,032, and $546, respectively. When incorporating non-medical costs and cost of recurrences the cost per QALY was $54,698 and $49,009 for APBI ML compared with APBI 3D-CRT. When compared to WBI IMRT, all APBI techniques are cost-effective based on cost minimization, ICER, and QALY analyses. When compared to WBI 3D-CRT, external beam APBI techniques represent a more cost-effective approach based on cost minimization with brachytherapy representing a cost-effective approach based on cost per QALY."
"C.L. Shah, T. Wilkinson, J. B. Jawad, M. Wobb, J. Berry, S. Wallace, M. Chen, P. Grills, I. S.",2014,Cost-effectiveness of 3-dimensional conformal radiotherapy and applicator-based brachytherapy in the delivery of accelerated partial breast irradiation,"Adult Aged Aged, 80 and over Brachytherapy/*economics/instrumentation/methods Breast Neoplasms/*radiotherapy Cost-Benefit Analysis Female Follow-Up Studies Humans Insurance, Health, Reimbursement Medicare Middle Aged Neoplasm Recurrence, Local Radiotherapy, Conformal/*economics Treatment Outcome United States",1,89,eng,"PURPOSE: To compare reimbursement and cost efficacy between accelerated partial breast irradiation (APBI) techniques. MATERIALS/METHODS: Four hundred fifty-three patients were treated with APBI using either 3-dimensional conformal radiotherapy (3D-CRT, n=207) or balloon-based brachytherapy (BB) [single-lumen (SL, n=161) and multilumen (ML, n=85)] between March 2000 and October 2011. To evaluate cost-effectiveness, reimbursement by treatment technique was calculated based on 2011 Medicare schedules. Facility costs were generated by technique based on ICD-9 codes. Incremental cost effectiveness ratios (ICER), which compares cost with clinical outcomes, were calculated according to the difference in reimbursement to the criteria being evaluated. RESULTS: With a median follow-up of 3.6 years, the 5-year rate of local recurrence was 1.9% for all patients (3D-CRT, 0%; BB, 4.1%; P=0.23). When pooled, BB patients had a significant improvement in excellent/good cosmesis (91.6% vs. 80.0%; P=0.03). Rates of combined grade 2 or higher dermatitis, hyper/hypopigmentation, pain, or fibrosis per technique were 62%, 28%, and 34% for 3D-CRT, SL, and ML patients, respectively (P=0.26). The ICER per percent improved cosmesis for SL/ML was $519/$850 based on reimbursement and $301/$643 based on cost compared with 3D-CRT. CONCLUSIONS: On the basis of ICER, brachytherapy for APBI is a cost-effective option with regard to cosmesis and toxicity. This economic analysis suggests the increased cost of applicator-based brachytherapy may be justified in appropriately selected patients."
"C.W. Shah, M. C. Tendulkar, R. D. Cherian, S. Vicini, F. Singer, M. E.",2019,Cost and Cost-Effectiveness of Image Guided Partial Breast Irradiation in Comparison to Hypofractionated Whole Breast Irradiation,"Algorithms Breast/*radiation effects Breast Neoplasms/*economics/*radiotherapy Cost-Benefit Analysis Decision Support Techniques *Dose Fractionation, Radiation Female Health Care Costs Humans Mastectomy, Segmental/methods Medicare Quality-Adjusted Life Years Radiation Dose Hypofractionation Radiotherapy/*economics Radiotherapy, Adjuvant Radiotherapy, Image-Guided Radiotherapy, Intensity-Modulated/economics Reimbursement Mechanisms Treatment Outcome United States",1,94,eng,"PURPOSE: Hypofractionated whole breast irradiation (HWBI) and accelerated partial breast irradiation (APBI) represent two adjuvant radiation therapy options after breast-conserving surgery. We performed a cost and cost-effectiveness analysis of an external beam image guided APBI technique compared with HWBI. METHODS AND MATERIALS: HWBI was defined as 40 Gy in 15 fractions to the whole breast with or without a 10-Gy/5-fraction boost. APBI was 30 Gy in 5 fractions per Livi et al and was evaluated as both intensity modulated radiation therapy (IMRT) and stereotactic body radiation therapy. The decision analytical model measured effectiveness in quality-adjusted life years. Micro-costing was conducted to estimate the true cost of the different treatment regimens, and incremental cost-effectiveness analysis was performed. RESULTS: Based on micro-costing, the cost of HWBI was $4551 with boost and $3666 without boost, compared with $2966 for APBI. Including indirect costs, HWBI with boost cost $6160, HWBI without boost cost $4940, and APBI cost $3569. Cost savings for APBI compared with HWBI with and without boost was $1585 and $700 based on direct costs and $2591 and $1371 including indirect costs. APBI was also more effective, at 0.2300 quality-adjusted life years compared with 0.2289 for HWBI with or without boost. Thus, APBI was both less costly and more effective. Basing cost on Medicare reimbursement (IMRT) leads to APBI again dominating HWBI, but basing cost for APBI on reimbursement billed as stereotactic body radiation therapy leads to HWBI being far more cost-effective. CONCLUSIONS: Image guided partial breast irradiation is less costly to deliver and has slightly improved efficacy compared with HWBI, with or without a boost. IMRT APBI should be considered a standard-of-care option in appropriately selected patients based on efficacy and value."
